geneID,A375_8day_rep1,A375_8day_rep2,A375_8day_rep3,A375_0day_rep1,A375_0day_rep2,A375_0day_rep3,WM88_8day_rep1,WM88_8day_rep2,WM88_8day_rep3,WM88_0day_rep1,WM88_0day_rep2,WM88_0day_rep3,SKMEL5_8day_rep1,SKMEL5_8day_rep2,SKMEL5_8day_rep3,SKMEL5_0day_rep1,SKMEL5_0day_rep2,SKMEL5_0day_rep3,SKMEL28_8day_rep1,SKMEL28_8day_rep2,SKMEL28_8day_rep3,SKMEL28_0day_rep1,SKMEL28_0day_rep2,SKMEL28_0day_rep3
LOC105372430,3,1,1,3,1,4,0,0,2,5,0,1,2,2,1,0,2,3,4,0,7,3,1,0
LOC105372431,20,13,22,9,2,3,5,1,15,2,0,7,32,17,35,9,23,19,66,76,81,14,111,22
LOC105372432,35,34,39,54,44,72,23,27,130,38,23,38,47,63,83,32,66,58,273,236,302,42,116,17
LOC105372434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0
LOC105372435,0,2,2,5,3,13,2,0,0,1,0,0,4,2,6,3,7,5,2,2,7,1,3,0
LOC105372436,51,39,32,69,36,90,97,131,144,126,84,125,2,11,37,8,11,19,44,34,33,277,199,313
LOC105372437,24,20,22,27,16,13,11,14,4,9,4,4,9,16,27,13,26,23,34,20,44,2,30,10
LOC105372439,9,13,8,12,7,13,1,12,2,2,1,1,4,4,6,8,4,1,7,9,22,9,12,11
LOC105372440,1,0,2,0,0,3,0,1,1,0,1,0,0,0,2,3,1,1,0,0,0,7,3,1
LOC105372441,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
LOC105372442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC105372448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC105372449,6,5,1,2,0,4,1,1,0,0,0,0,0,0,3,0,2,1,1,0,0,0,1,1
LOC105372452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372453,1,1,4,9,3,6,0,0,0,0,0,0,8,1,2,3,6,0,0,0,0,2,2,3
LOC105372460,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC105372462,39,37,29,58,36,45,12,12,11,13,13,10,4,21,32,24,39,32,30,62,34,22,48,31
LOC105372465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372468,31,12,10,8,7,21,9,11,13,8,9,3,4,5,10,5,4,14,17,21,16,17,26,6
LOC105372471,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,1,0,2,0
LOC105372472,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372473,6,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
LOC105372475,1,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
LOC105372479,7,3,7,8,2,5,1,0,0,2,0,0,3,0,3,0,0,0,1,2,2,0,5,0
LOC105372480,91,68,83,54,28,34,56,66,31,31,22,35,22,52,44,20,33,48,36,28,40,48,33,26
LOC105372484,29,19,19,24,17,15,9,8,10,11,1,4,13,25,29,1,7,6,16,17,22,6,4,8
LOC105372485,119,93,97,34,4,21,7,20,7,13,6,9,26,24,24,12,13,17,0,0,1,1,4,11
LOC105372492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC105372493,12,2,2,3,4,9,14,23,9,12,10,10,15,15,22,13,20,29,35,19,35,23,26,31
LOC105372497,27,12,49,127,75,84,22,24,3,119,92,70,12,15,18,10,80,71,8,4,8,122,136,111
LOC105372498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372499,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,4
LOC105372501,5,0,1,0,0,0,2,12,13,14,10,3,17,10,21,9,8,0,10,12,9,3,12,3
LOC105372502,0,0,2,0,0,2,1,0,1,1,0,0,1,0,3,0,1,4,6,3,4,4,9,0
LOC105372503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372505,22,35,39,52,6,19,58,35,44,33,29,16,35,42,63,23,42,38,79,64,100,40,67,61
LOC105372507,2,1,2,1,0,0,37,64,33,1,3,0,13,15,37,1,14,6,36,23,32,2,0,1
LOC105372508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
LOC105372510,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372511,3,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,1,3,4,6
LOC105372514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372517,0,1,0,1,0,0,0,0,0,2,0,0,13,15,17,6,16,12,0,4,3,0,3,0
LOC105372518,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC105372521,1,0,0,1,2,1,0,3,1,2,2,2,9,2,14,3,3,2,9,11,3,1,7,3
LOC105372522,2,7,8,3,1,3,0,1,6,1,0,0,14,14,16,2,14,9,30,26,29,1,50,7
LOC105372523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372524,8,1,1,7,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
LOC105372527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372529,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC105372530,1,6,1,14,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372535,3,5,6,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,10,0,2,0,7,0
LOC105372541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
LOC105372546,2,7,10,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,11,16,10,4,3,25
LOC105372547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
LOC105372548,0,3,1,2,0,2,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
LOC105372551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372554,1,1,0,0,0,0,46,48,139,7,12,13,0,1,3,0,0,2,11,9,9,0,0,3
LOC105372555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372558,15,8,16,10,12,22,0,3,0,1,0,0,0,0,0,0,1,0,4,2,2,14,1,13
LOC105372560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372568,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372571,12,7,5,23,2,19,7,4,10,6,7,7,2,10,12,4,8,5,49,37,44,9,19,21
LOC105372574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372575,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0
LOC105372576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372577,4,0,3,8,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
LOC105372579,159,121,100,2802,848,977,271,351,213,820,861,941,241,261,393,834,1702,1449,192,178,213,486,473,766
LOC105372581,4,0,1,15,7,29,6,24,9,7,9,3,19,9,14,15,21,17,10,5,4,8,5,31
LOC105372582,63,53,38,16,9,6,22,25,30,6,12,11,171,139,166,51,61,49,45,41,38,21,52,34
LOC105372586,0,1,0,0,0,0,0,0,0,0,3,0,5,1,0,14,3,6,0,0,0,6,0,12
LOC105372588,8,6,5,1,4,1,1,1,0,0,0,0,6,1,2,1,4,4,1,0,2,5,2,2
LOC105372592,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
LOC105372593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372594,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105372599,0,0,0,0,0,0,1,0,3,3,0,0,2,0,1,1,0,1,7,1,1,0,3,0
LOC105372602,22,14,21,1,2,4,2,2,2,0,0,0,0,1,0,1,0,0,9,8,15,1,10,0
LOC105372606,0,1,0,7,5,9,0,4,1,6,2,10,0,0,1,0,0,2,10,3,4,6,6,10
LOC105372609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,178,166,103,198,125
LOC105372613,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,4,0,1,0,0,0,1,0
LOC105372614,0,0,1,0,0,0,0,0,0,0,0,0,2,8,1,4,1,1,1,6,2,4,1,0
LOC105372616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372617,5,12,1,5,3,15,0,0,0,0,0,0,2,0,3,0,2,2,2,1,4,0,0,0
LOC105372618,0,2,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0
LOC105372620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105372621,2,0,0,118,57,71,0,2,1,0,0,1,9,14,23,25,65,58,0,0,0,6,0,0
LOC105372622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372630,14,15,10,1,0,2,2,4,0,0,0,0,60,57,52,4,3,10,0,0,0,1,0,0
LOC105372631,84,64,60,29,11,21,113,154,323,13,20,9,141,138,102,31,19,13,4,10,11,13,11,2
LOC105372633,11,4,8,0,0,0,0,0,0,0,1,2,1,1,4,0,1,1,8,9,7,2,8,0
LOC105372636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
LOC105372637,7,0,6,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC105372639,65,33,27,0,0,3,1,0,0,1,0,0,30,18,32,2,5,14,0,0,1,0,0,0
LOC105372640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LOC105372641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
LOC105372643,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372645,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
LOC105372646,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC105372647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LOC105372649,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372652,2,0,4,19,3,9,0,2,0,3,6,0,2,0,1,0,4,9,0,0,0,0,8,0
LOC105372653,42,28,33,31,21,7,9,14,6,15,5,6,15,2,11,8,11,10,22,16,30,11,27,24
LOC105372654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372655,0,0,2,0,0,0,1,2,0,0,0,0,3,3,0,1,2,2,0,0,0,0,0,0
LOC105372656,0,4,4,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,1,0,4,2,3,3
LOC105372657,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC105372659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC105372662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372663,232,217,272,288,69,46,33,64,3,9,10,16,0,1,11,7,16,26,31,27,29,49,94,49
LOC105372664,101,86,54,67,49,71,98,122,171,52,70,77,145,118,213,62,97,84,142,143,78,35,98,46
LOC105372665,1,1,2,2,0,0,0,0,0,0,0,0,5,2,3,2,0,0,0,0,0,0,0,0
LOC105372666,26,15,16,3,0,2,7,5,1,3,1,4,72,69,101,23,28,23,3,4,4,5,11,14
LOC105372667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0
LOC105372668,59,58,38,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,140,117,99,11,3,15
LOC105372669,74,49,41,37,21,45,0,0,0,0,0,1,5,3,11,4,2,1,30,26,30,2,4,5
LOC105372670,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0
LOC105372671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372672,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2
LOC105372676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
LOC105372677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
LOC105372683,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,18,16,5,0,0,1,6,3
LOC105372685,2,1,0,4,1,7,1,0,1,0,1,0,1,0,5,7,11,13,2,3,4,4,7,0
LOC105372686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,3
LOC105372687,0,0,0,0,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0
LOC105372688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,30,7,5,0
LOC105372692,70,86,103,318,78,89,81,107,10,54,37,15,15,7,21,7,16,22,54,32,27,35,136,38
LOC105372693,7,21,11,9,5,2,3,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0
LOC105372694,39,12,27,20,4,8,12,8,2,6,1,5,5,0,0,0,4,3,0,0,0,0,0,0
LOC105372695,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372697,147,135,79,38,39,51,2,8,4,0,0,1,2,0,8,3,3,0,0,0,0,0,0,0
LOC105372698,68,52,42,8,19,15,15,14,10,7,9,3,7,4,7,0,0,0,0,0,0,0,0,0
LOC105372699,31,11,4,6,0,2,8,11,0,2,3,7,83,57,143,59,94,75,1,1,0,2,7,1
LOC105372700,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,3,0,3,3,3
LOC105372701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372703,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,0,0,1,1,1,2
LOC105372704,51,41,43,63,71,109,33,50,40,17,15,25,81,95,120,52,102,125,113,86,88,29,26,32
LOC105372705,50,57,69,113,53,104,48,38,50,30,37,50,76,57,99,32,70,61,81,91,96,60,40,36
LOC105372706,25,18,13,22,13,19,4,13,12,6,2,4,13,10,12,3,5,3,25,19,24,4,12,6
LOC105372708,78,50,72,18,4,8,41,75,64,33,26,25,20,11,10,3,5,7,26,30,38,14,21,13
LOC105372709,95,51,70,145,106,179,83,100,169,63,74,55,156,127,230,164,197,238,110,114,151,153,102,153
LOC105372710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
LOC105372711,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
LOC105372716,28,2,7,12,4,4,1,3,1,2,0,9,4,5,8,2,5,6,13,17,33,1,31,6
LOC105372717,46,32,23,29,17,43,35,58,42,61,59,57,57,47,74,30,37,33,33,35,33,35,88,40
LOC105372718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC105372719,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,0,1,0,2,13,4,3,10,0
LOC105372721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
LOC105372725,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LOC105372727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372733,1004,805,858,422,278,463,10,4,7,4,0,5,7,9,10,3,12,12,14,15,8,7,6,4
LOC105372734,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372738,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0
LOC105372740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372745,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372750,20,7,12,4,1,20,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
LOC105372753,10,5,2,3,0,1,1,2,0,0,0,1,2,1,2,0,1,0,0,0,3,0,0,3
LOC105372756,2,0,0,0,0,2,0,5,1,0,0,0,2,0,2,0,4,1,0,0,0,0,0,0
LOC105372757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372758,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
LOC105372759,10,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
LOC105372760,20,25,24,7,6,19,1,6,0,0,0,0,0,0,3,1,1,1,9,2,4,2,6,2
LOC105372762,3,1,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC105372766,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,1,3,1,3,5,0,4,0
LOC105372767,1,1,1,4,1,9,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,3,2,8
LOC105372768,0,1,0,8,1,2,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,3,3,0
LOC105372770,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LOC105372772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372773,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0
LOC105372774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372777,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LOC105372787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372789,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0
LOC105372790,0,0,0,22,3,8,0,0,0,0,0,2,0,0,0,0,0,0,10,2,5,1,15,0
LOC105372791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372793,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372797,0,1,0,0,0,3,1,6,5,0,1,0,2,0,2,0,1,0,4,6,1,6,3,4
LOC105372798,138,77,82,99,17,34,8,12,10,6,13,7,7,8,12,3,32,18,28,8,2,23,19,16
LOC105372801,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LOC105372804,1,1,0,5,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,1,2,1,0,0
LOC105372809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
LOC105372813,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,4,0,14,0,4,0
LOC105372814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372815,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372817,61,29,61,67,31,34,38,54,31,32,24,20,34,25,36,27,32,21,90,45,77,48,95,29
LOC105372821,0,0,0,0,0,0,1,0,4,1,5,0,4,9,9,2,5,0,2,0,0,0,0,0
LOC105372824,27,37,29,53,34,33,75,97,85,60,30,43,6,12,15,14,23,20,66,72,108,64,77,46
LOC105372825,1,2,1,1,0,0,0,0,2,0,0,0,0,0,1,6,0,0,7,7,5,3,2,0
LOC105372826,0,3,0,0,0,3,0,1,0,0,4,0,1,2,0,0,0,2,2,0,0,0,0,0
LOC105372829,0,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
LOC105372832,41,13,20,42,32,37,1,4,0,0,0,0,3,5,1,1,13,16,0,3,0,0,0,0
LOC105372836,62,53,46,23,18,25,51,71,56,36,40,44,25,21,71,18,38,65,72,82,68,22,8,16
LOC105372839,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
LOC105372841,3,0,8,5,4,5,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0
LOC105372842,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
LOC105372850,1,1,0,1,0,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0
LOC105372853,24,15,36,22,15,17,54,100,161,181,184,170,15,17,25,59,32,34,20,20,15,18,74,36
LOC105372857,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
LOC105372858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372859,13,8,4,15,4,16,25,28,46,31,10,15,19,16,36,29,17,8,42,32,52,14,8,30
LOC105372861,0,1,0,0,0,1,1,19,7,0,5,2,0,2,0,0,1,1,0,3,0,0,3,0
LOC105372862,2,5,3,0,2,3,33,60,35,23,27,20,32,26,38,6,21,23,4,3,4,6,0,0
LOC105372863,0,0,1,0,0,0,1,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
LOC105372869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC105372873,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
LOC105372878,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372879,56,52,65,43,25,59,21,26,28,50,27,23,75,68,105,73,84,73,15,47,17,98,66,90
LOC105372880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LOC105372884,0,0,1,7,4,1,2,4,0,0,0,2,7,1,10,5,4,2,2,3,3,3,1,0
LOC105372887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
LOC105372889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC105372892,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
LOC105372895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,10,0
LOC105372898,25,16,21,0,2,4,201,365,263,279,248,254,889,943,872,170,185,105,1070,970,801,304,759,917
LOC105372899,2,6,1,1,0,2,29,32,16,33,50,30,87,94,80,33,20,20,159,94,109,36,112,116
LOC105372901,0,2,5,3,4,5,30,47,39,12,6,10,7,9,9,1,2,2,41,26,31,6,22,11
LOC105372902,59,52,52,58,42,72,33,51,50,26,26,21,34,49,77,48,48,38,48,60,58,19,34,22
LOC105372903,285,219,279,139,61,131,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372906,10,14,13,37,14,25,27,40,8,21,19,29,8,6,7,19,18,20,8,19,7,13,33,20
LOC105372908,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
